#time meanCourantNo maxCourantNo Ndt
4704 0.160548 0.235801 0.0881679
4712 0.160551 0.235808 0.0881675
4720 0.160554 0.235812 0.088167
4728 0.160557 0.235818 0.0881665
4736 0.160559 0.235823 0.0881659
4744 0.16056 0.235828 0.0881653
4752 0.160561 0.235832 0.0881647
4760 0.160561 0.235837 0.088164
4768 0.160561 0.235841 0.0881633
4776 0.16056 0.235846 0.0881626
4784 0.160559 0.235851 0.0881619
4792 0.160558 0.235856 0.0881611
4800 0.160556 0.235861 0.0881604
4808 0.160555 0.235868 0.0881596
4816 0.160553 0.235873 0.0881589
4824 0.160552 0.23588 0.0881582
4832 0.16055 0.235887 0.0881575
4840 0.160549 0.235895 0.0881568
4848 0.160548 0.235902 0.0881561
4856 0.160547 0.235912 0.0881554
4864 0.160546 0.23592 0.0881547
4872 0.160546 0.23593 0.088154
4880 0.160546 0.235939 0.0881534
4888 0.160546 0.23595 0.0881527
4896 0.160547 0.23596 0.088152
4904 0.160548 0.235972 0.0881514
4912 0.160549 0.235984 0.0881507
4920 0.16055 0.235997 0.0881501
4928 0.160552 0.23601 0.0881494
4936 0.160554 0.236025 0.0881487
4944 0.160555 0.23604 0.088148
4952 0.160557 0.236056 0.0881473
4960 0.160559 0.236073 0.0881466
4968 0.160561 0.236091 0.0881459
4976 0.160563 0.236109 0.0881452
4984 0.160565 0.236129 0.0881444
4992 0.160566 0.236148 0.0881436
5000 0.160568 0.23617 0.0881429
5008 0.160569 0.23619 0.0881421
5016 0.16057 0.236212 0.0881413
5024 0.160571 0.236233 0.0881405
5032 0.160571 0.236254 0.0881397
5040 0.160572 0.236275 0.0881388
5048 0.160573 0.236295 0.088138
5056 0.160573 0.236313 0.0881372
5064 0.160573 0.236331 0.0881363
5072 0.160574 0.236347 0.0881355
5080 0.160574 0.236361 0.0881347
5088 0.160574 0.236372 0.0881338
5096 0.160575 0.236381 0.0881329
5104 0.160575 0.236386 0.0881321
5112 0.160575 0.23639 0.0881312
5120 0.160576 0.236389 0.0881303
5128 0.160576 0.236385 0.0881295
5136 0.160577 0.236377 0.0881286
5144 0.160577 0.236366 0.0881277
5152 0.160578 0.236351 0.0881268
5160 0.160579 0.236333 0.0881259
5168 0.160579 0.236311 0.088125
5176 0.16058 0.236288 0.088124
5184 0.160581 0.23626 0.0881231
5192 0.160581 0.236231 0.0881221
5200 0.160582 0.236199 0.0881212
5208 0.160583 0.236167 0.0881202
5216 0.160584 0.236133 0.0881192
5224 0.160585 0.2361 0.0881181
5232 0.160585 0.236066 0.0881171
5240 0.160586 0.236033 0.0881161
5248 0.160587 0.236001 0.088115
5256 0.160589 0.235972 0.0881139
5264 0.16059 0.235944 0.0881128
5272 0.160591 0.235919 0.0881117
5280 0.160592 0.235897 0.0881105
5288 0.160593 0.235879 0.0881094
5296 0.160594 0.235864 0.0881082
5304 0.160595 0.235852 0.0881071
5312 0.160596 0.235844 0.0881059
5320 0.160597 0.23584 0.0881047
5328 0.160598 0.235838 0.0881035
5336 0.160599 0.23584 0.0881023
5344 0.1606 0.235843 0.088101
5352 0.160601 0.23585 0.0880998
5360 0.160601 0.235857 0.0880986
5368 0.160602 0.235866 0.0880974
5376 0.160603 0.235876 0.0880961
